"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Bang bang gua mau coba nih, mohon bantuannya dong","1",,"2025-10-13T08:55:29.000Z","hentayy6","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7216083196516058138","7560627312589390600","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9631fae173c7c0494230d39051310d9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bace32dc&x-expires=1760443200&x-signature=eE65%2FRt8w%2BlQPTxHfz532mhd6S0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Pertama kali coba langsung WD jutaan! Gila sih","1",,"2025-10-13T08:55:31.000Z","hentayy6","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7216083196516058138","7560627313424614162","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9631fae173c7c0494230d39051310d9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bace32dc&x-expires=1760443200&x-signature=eE65%2FRt8w%2BlQPTxHfz532mhd6S0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Iseng doang pdhal gua nyoba modal 200 doang dikasih 5jt mantap emmg bg 🥰","1",,"2025-10-13T08:51:43.000Z","mie.sedap38","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7424842695435584517","7560626336831521543","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8e877b74ebc2f11717670d2c64d590db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=258006e9&x-expires=1760443200&x-signature=7Fft9JRYFqsT2hZCLlG4VrSZwfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ini dia web yang gua cari” bg soalnya gua habis dikasih menang besar sini","1",,"2025-10-13T08:51:40.000Z","mie.sedap38","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7424842695435584517","7560626314572088072","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8e877b74ebc2f11717670d2c64d590db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=258006e9&x-expires=1760443200&x-signature=7Fft9JRYFqsT2hZCLlG4VrSZwfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Tq info","1",,"2025-10-13T08:45:52.000Z","ahmadmesii0","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7422943005147300869","7560624835492152071","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8635188c122fbbf8dc6d04e7811c7e87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f40d53b5&x-expires=1760443200&x-signature=cuHWjQm%2FvI%2BrnoOt5fa8cMcdztY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Mudahan ada cinta nyaaa","1",,"2025-10-13T08:45:50.000Z","ahmadmesii0","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7422943005147300869","7560624799242076935","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8635188c122fbbf8dc6d04e7811c7e87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f40d53b5&x-expires=1760443200&x-signature=cuHWjQm%2FvI%2BrnoOt5fa8cMcdztY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ngk heran pada bnyak yg main","0",,"2025-10-13T08:45:49.000Z","ahmadmesii0","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7422943005147300869","7560624814441136914","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8635188c122fbbf8dc6d04e7811c7e87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f40d53b5&x-expires=1760443200&x-signature=cuHWjQm%2FvI%2BrnoOt5fa8cMcdztY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jarang banget saya nemuin info sit*s yang mau ngasih wd berkali-kali ginii,semoga rezekinya kakq nya lancarr😇😇","0",,"2025-10-13T09:12:23.000Z","panggil.aj.deck","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7535304624912647169","7560631624125137681","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/76ee0a3b3825f47e0d304952af30d296~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ecc28d5d&x-expires=1760443200&x-signature=C3DYK9kkc351MznYFY47xtr2i%2Fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Wiih beneran bg,,baru juga main dah di kasih SC aja,isi 10jt mayan lah","0",,"2025-10-13T09:12:20.000Z","panggil.aj.deck","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7535304624912647169","7560631643942306561","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/76ee0a3b3825f47e0d304952af30d296~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ecc28d5d&x-expires=1760443200&x-signature=C3DYK9kkc351MznYFY47xtr2i%2Fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Untung aja ikutan main di sini tadi","0",,"2025-10-13T09:11:36.000Z","storysadd053","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7508345773735150610","7560631462563791634","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fc396ed46ef1478c0b73cb592f599c05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=faf6c913&x-expires=1760443200&x-signature=xaHve%2F%2B2zNO%2B%2FlUXyOq11wXD%2FJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Padahal cuma modal 250 nembak nya di olimpus","0",,"2025-10-13T08:59:27.000Z","elfri285","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7535097182668915728","7560628286654432017","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd668a22166d176c1586bd4d1eb85171~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98119a67&x-expires=1760443200&x-signature=aJqDBtD7wQD3ts2iBWGhDTzTXqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pas jatuh x500 di dalam sc ,gw gak nyangka bet BG bisa dapat sbnyak itu😳","0",,"2025-10-13T08:59:23.000Z","elfri285","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7535097182668915728","7560628298930422544","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd668a22166d176c1586bd4d1eb85171~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98119a67&x-expires=1760443200&x-signature=aJqDBtD7wQD3ts2iBWGhDTzTXqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"asal jangan tayong kembali ke timnas","3",,"2025-10-13T06:42:02.000Z","bundaa.sarah3","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7486002906286670869","7560592885591556881","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3439c7022dd21729abf9da9d25b6dcb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eed3ae44&x-expires=1760443200&x-signature=i1aWpOFWmNaPX3%2Fy3zegjyzk%2BGk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"Kasiyan patrik saya suka patrik","2",,"2025-10-13T07:23:58.000Z","userbaruseru","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7520212375272211463","7560603716370416402","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1230f7b4ec9d0c13f5105212624b1abb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5860c8c&x-expires=1760443200&x-signature=tpWCqqMND2ZIb%2B0XZa9LEUde%2BgE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"sty ogah balik timnas","0",,"2025-10-13T06:47:09.000Z","ar7anmoko","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6767157862701794306","7560594212510728981","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/87849e6f4b0a30c39224db2cda2ab4c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8a4b19fb&x-expires=1760443200&x-signature=ysuTKgU%2FLN4yk%2FJDs0FrJWYxQN8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"bukan gak mau, emang gk ada yg mangil tayong lagi ke timnas garuda","0",,"2025-10-13T06:49:14.000Z","bundaa.sarah3","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7486002906286670869","7560594771983500048","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3439c7022dd21729abf9da9d25b6dcb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eed3ae44&x-expires=1760443200&x-signature=i1aWpOFWmNaPX3%2Fy3zegjyzk%2BGk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"Jesus casas 🔥","3",,"2025-10-13T06:42:09.000Z","w4k_ng","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7346158430590288901","7560592877304382224","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/effa140bc9b250d973192d52e4602ebc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1d741cd5&x-expires=1760443200&x-signature=o%2BX6bThhQEZdhhO6wAFhoPNs2PE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"petrik enak ada hiburan","0",,"2025-10-13T07:18:12.000Z","pesonaalam011","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6880259071087690753","7560602230572450567","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4fc204119cec30d52834c915e21792ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62580a72&x-expires=1760443200&x-signature=OCbMt%2BB4m7%2B%2FJZyaesZ5c%2Fv95oU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"Sty aja balikin kalo yang baru lagi mending yang paling bagus sekalian","10",,"2025-10-13T06:10:40.000Z","niammazkur","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7007064244144342017","7560584840526643986","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6efac63c8934ee260e25fc14186bafcd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fe94174&x-expires=1760443200&x-signature=FaLLynhDXWg4MBK1CSPG0ZIEqes%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"gada yang bagus, semua butuh proses, kalau utk petrik itu masih proses, proses penghakiman","18",,"2025-10-13T06:28:47.000Z","eriiikk2","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6943544203122131969","7560589490474926856","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44ed5226fa1dacf6afbeadf5bbd1ce25~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=025829ff&x-expires=1760443200&x-signature=IZ4Np2di2u4tbQHAS9U6XnmgNYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jesus casas lbih bgus dri sty","1",,"2025-10-13T07:20:25.000Z","trapp8_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6836134559206163457","7560602771885835028","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b985c23629e2881b21685ded2d7001aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67f21079&x-expires=1760443200&x-signature=dZzvABG4s4R5qwFt5bezwDbmU8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sty juga baru di pecat di club baru nya","0",,"2025-10-13T07:36:52.000Z","1b4ng_120","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7527715308012209159","7560607041250034450","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6f02d68ef8d178bc36ff764b3b09fc1b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f848bed1&x-expires=1760443200&x-signature=4aUCsdcXEP63XjNfq48uHvrmrso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sty udah tua, dia cuman mau menikmati masa pensiun nya aja, jangan paksa sty lah","0",,"2025-10-13T09:07:55.000Z","jansen.e_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7415268379123565589","7560630519491609352","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3a12f7d1f3aa5e49139b6d15a3002da9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=97ae50b5&x-expires=1760443200&x-signature=ZyqDritbQIOD3ka%2BH82vmEdQrfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"nanti gak sesuai kenyataan marah lu pada","0",,"2025-10-13T07:26:26.000Z","mhd.randa4","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7315846062672036870","7560604352046760725","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9d9db5a3b4934bc6cc71f08acf7d9730~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1081882d&x-expires=1760443200&x-signature=TrF8Myu88RonFvoifC6UkogIIJM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"serius nanya itu pelatih mana?. baru denger namanya.","0",,"2025-10-13T07:20:33.000Z","ndytir1","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7378679308347606021","7560602829653230343","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/74b0763c08c3f6f924f06ebc9de76f40~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=761e648a&x-expires=1760443200&x-signature=2KMbMySZ9VApczkWG5%2BF0X4vGPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Tetep STY sih","0",,"2025-10-13T06:46:34.000Z","shal88853","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7551362251295982600","7560594077663429394","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/78b7eec5f84d0ac1fc6f389b9af83b21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de269552&x-expires=1760443200&x-signature=CZec9HLN%2Bw%2F72dx6AJONM4Qm5xM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"fomo","1",,"2025-10-13T06:52:35.000Z","_keex_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7300249921700250630","7560595640619827976","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9cff3bf12c1980c2836ea1c64d25776c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c6b4d19&x-expires=1760443200&x-signature=iE9m7AHc%2F3aihC8SE180M8KNsZ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"setuju","0",,"2025-10-13T06:20:59.000Z","julisnas","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7311632113139614728","7560587471786345234","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9214d7280603fb37f4dbe610c79ad2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abd8a7bb&x-expires=1760443200&x-signature=P%2FurIpIkjh4OW9b9tqt21uj%2BhVc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"up""","0",,"2025-10-13T06:15:13.000Z","m.rzkprtm186_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7280207488082854918","7560585978613875463","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3e3e5d0e6b81ee26306ecf21e94a85f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b75ba48&x-expires=1760443200&x-signature=NAsnPWPZbeBPT4tXN4IXoVy632E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"fomo","0",,"2025-10-13T05:51:25.000Z","khoerulsyaban","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7142095081146090523","7560579864856642325","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c365794729a30a04a51faeba8b54223f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b122d1db&x-expires=1760443200&x-signature=3g%2BLWGWrTJC2JwgUFg8mFN7zZLU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"yaelah tetap di dukung lah pas timnas yg katanya era kegelapan tetap ada yg dukung yg kocak itu klo anti kritik","20",,"2025-10-13T09:04:21.000Z","inipisang11","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6832551765729920001","7560629596048245511","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/db20bc42cc86f78d19db999886c32ea6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3895f668&x-expires=1760443200&x-signature=4rJz71rT49s7%2BkN20CUQwH096zQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"😂","0",,"2025-10-13T09:06:05.000Z","gntrpncprsyt","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7298691859273221126","7560630045576889106","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d707bf78cdecd6c9d4d20bb556478b23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17cbb8ea&x-expires=1760443200&x-signature=MDfvUwoOPcR4UWtEPP35MsZ4GZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"era di mana indonesia di bantai habis habisan","0",,"2025-10-13T09:08:15.000Z","gntrpncprsyt","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7298691859273221126","7560630598420382482","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d707bf78cdecd6c9d4d20bb556478b23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17cbb8ea&x-expires=1760443200&x-signature=MDfvUwoOPcR4UWtEPP35MsZ4GZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jadi argumen lu ga bener klo ada yg bilang dukung pas menang doang. mau timnas u15, u17, u19 yg main suporter tetap ada yg ke stadion.","3",,"2025-10-13T09:11:35.000Z","inipisang11","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6832551765729920001","7560631440959734536","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/db20bc42cc86f78d19db999886c32ea6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3895f668&x-expires=1760443200&x-signature=4rJz71rT49s7%2BkN20CUQwH096zQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"emang,tapi sekarang kan pada zamannya bocah fomo yang dukung menang doang kalo kalah nyalin si itu si ini lah pokoknya banyak yang kek gitu,nah kalo itu mah tergantung orang masing2 karena orang2 kalo nonton di stadion sukanya yang senior tapi kalo u15,u17,u19 itu paling yang nonton dikit🙏","1",,"2025-10-13T09:15:41.000Z","gntrpncprsyt","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7298691859273221126","7560632510360552199","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d707bf78cdecd6c9d4d20bb556478b23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17cbb8ea&x-expires=1760443200&x-signature=MDfvUwoOPcR4UWtEPP35MsZ4GZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"yah wajar sih klo kelompok umur itu sepi yg nontn lu liat di eropa juga klompok umur sepi yg nontn karna itu waktu untuk berkembangnya para pemajn jdi biar gk ada pressure","1",,"2025-10-13T10:00:50.000Z","punkriot438","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6966060085110932481","7560644114623349521","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7329533981710352386~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1d95bdc6&x-expires=1760443200&x-signature=LvypwlON7%2FNagp7knMy5g0WxUAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"👍","0",,"2025-10-13T10:01:28.000Z","gntrpncprsyt","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7298691859273221126","7560644311575626514","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d707bf78cdecd6c9d4d20bb556478b23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17cbb8ea&x-expires=1760443200&x-signature=MDfvUwoOPcR4UWtEPP35MsZ4GZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dari Indonesia kalah 3-0 di final Aff dari Malaysia sampe kena sanksi FIFA dan dibantai 10-0 sama bahrian juga tetep setia. justru karena setia dan pengen liat timnas jadi lebih baik maka para fans timnas banyak yang kritik kondisi timnas sekarang","1",,"2025-10-13T11:09:23.000Z","masqih_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7066334895279735835","7560661806605255431","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/14f7024acc80b426a6edc547d7426ec9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db59fe2e&x-expires=1760443200&x-signature=TQpcERZKnbta4JmTr7tuojB95Ek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"d dukung pasti d dukung ,tapi untuk federasi emg wajib d kritik ,ganti pelatih d tengah kompetisi padahal masih besar kemungkinan buat lolos itu kesalahan fatal padahal tiap pelatih butuh adaptasi ,mereka tidak belajar dari zaman luis milla yaa imbasnya pasti banyak yg nyalahin pelatih","1",,"2025-10-13T09:26:47.000Z","tfksbstn_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6787982300913206273","7560635374319469330","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/85c5ab946d6a1d42440c9459e5991b18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cf205b21&x-expires=1760443200&x-signature=9U0q28zHXBavWu7uAsmC19Kctsc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kalo ini gw setuju","1",,"2025-10-13T09:29:35.000Z","gntrpncprsyt","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7298691859273221126","7560636092295611144","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d707bf78cdecd6c9d4d20bb556478b23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17cbb8ea&x-expires=1760443200&x-signature=MDfvUwoOPcR4UWtEPP35MsZ4GZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ya aku setuju ... boleh mengkritik tp jangan sampai menghina ... apalagi sampai nyerang anak.nya Patrick... noh anak.nya Patrick sdah diserang sama netizen ,pdhal dia gak tau apa2 ... 🤦🏻‍♂","0",,"2025-10-13T09:46:27.000Z","ersyafaradisa","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7214673392384246786","7560640419475374865","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8c433efff4b005d62a7faade9144a26e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9cc876b7&x-expires=1760443200&x-signature=jZ%2FGRtjiODIxkwJBrSe%2F4O%2F3IGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jngn gelapnya msh nonton,apa lg skrng udh mulai glow up","1",,"2025-10-13T09:10:43.000Z","sidepih","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6968626976686064642","7560631233168933650","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ae4d3d425274f9a38368aa41a883677~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18a6ddaa&x-expires=1760443200&x-signature=1QC%2BxgK1DFrf4w1K3S09iKrDxCs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bacot , bagaimana rasanya yang okutin dari awal nol .","0",,"2025-10-13T11:19:59.000Z","sondabagol","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7342472406441296901","7560663871347720967","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7342477560695291909~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=89eb944f&x-expires=1760443200&x-signature=HdYA0RbCVrTJ6zvYZzseoZey1qU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jiwa satria ya gitu...ayo timnas kedepaan lebih bagus lagi","0",,"2025-10-13T11:08:24.000Z","sutarrdi123","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6630781590359457794","7560661555546751762","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ada069b7677300299f035e7f1c88ad2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8db50116&x-expires=1760443200&x-signature=ZiUsPnX8DjIlS2IsU%2FdfTLUeHV8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"timnas tetap dukung TPI TDK degn pelatih","0",,"2025-10-13T11:01:12.000Z","hekboyince18","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7256428974716044294","7560659702658073351","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a52b693ed734b8267553071d048a51eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8333eb3f&x-expires=1760443200&x-signature=YApIpnMR4WZIGUeBTHaET6hyNuA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"emang siapa yang ga dukung","0",,"2025-10-13T10:49:37.000Z","tytytd02","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7525668676142892052","7560656704494273301","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7e00a1b3a547eb33dd45faf0145bfcaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=524c0c35&x-expires=1760443200&x-signature=0uUHlgIK6TmWhAdnqu9PfvWk4JA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dukung timnas bukan PSSI nya,ingat ini ggll karna PSSi memecat pelatih ditngah turnamen yg masih dalam tren positif","0",,"2025-10-13T09:46:38.000Z","adib_166","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6555465028681842690","7560640488269923079","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c06a57921340306a16ff659b76add2bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52293edd&x-expires=1760443200&x-signature=yTMEdn786r0IwHJ1pubPuCmybGU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
